Country,Sector,Type,Year,Pollution
Norway,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.02
Poland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,2.1
Portugal,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.18
Romania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.3
Sweden,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.08
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.08
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.12
Turkey,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,3.38
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.2
Austria,Agriculture,Nitrous oxide,2015,8.31
Belgium,Agriculture,Nitrous oxide,2015,13.52
Bulgaria,Agriculture,Nitrous oxide,2015,13.63
Switzerland,Agriculture,Nitrous oxide,2015,6.57
Cyprus,Agriculture,Nitrous oxide,2015,0.6
Czechia,Agriculture,Nitrous oxide,2015,15.67
Germany,Agriculture,Nitrous oxide,2015,103.81
Denmark,Agriculture,Nitrous oxide,2015,15.85
Estonia,Agriculture,Nitrous oxide,2015,2.51
Greece,Agriculture,Nitrous oxide,2015,10.94
Spain,Agriculture,Nitrous oxide,2015,45.78
European Union - 27 countries (from 2020),Agriculture,Nitrous oxide,2015,581.48
European Union - 28 countries (2013-2020),Agriculture,Nitrous oxide,2015,631.27
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Nitrous oxide,2015,632.6
Finland,Agriculture,Nitrous oxide,2015,12.78
France,Agriculture,Nitrous oxide,2015,117.13
Croatia,Agriculture,Nitrous oxide,2015,3.85
Hungary,Agriculture,Nitrous oxide,2015,13.2
Ireland,Agriculture,Nitrous oxide,2015,20.09
Iceland,Agriculture,Nitrous oxide,2015,0.93
Italy,Agriculture,Nitrous oxide,2015,34.42
Lithuania,Agriculture,Nitrous oxide,2015,8.63
Luxembourg,Agriculture,Nitrous oxide,2015,0.77
Latvia,Agriculture,Nitrous oxide,2015,3.94
Malta,Agriculture,Nitrous oxide,2015,0.11
Netherlands,Agriculture,Nitrous oxide,2015,19.51
Norway,Agriculture,Nitrous oxide,2015,5.98
Poland,Agriculture,Nitrous oxide,2015,58.33
Portugal,Agriculture,Nitrous oxide,2015,8.01
Romania,Agriculture,Nitrous oxide,2015,31.53
Sweden,Agriculture,Nitrous oxide,2015,11.88
Slovenia,Agriculture,Nitrous oxide,2015,1.74
Slovakia,Agriculture,Nitrous oxide,2015,4.95
Turkey,Agriculture,Nitrous oxide,2015,83.8
United Kingdom,Agriculture,Nitrous oxide,2015,49.79
Austria,Total,Nitrous oxide,2015,12.0
Belgium,Total,Nitrous oxide,2015,20.54
Bulgaria,Total,Nitrous oxide,2015,17.1
Switzerland,Total,Nitrous oxide,2015,10.23
Cyprus,Total,Nitrous oxide,2015,0.78
Czechia,Total,Nitrous oxide,2015,20.66
Germany,Total,Nitrous oxide,2015,133.72
Denmark,Total,Nitrous oxide,2015,18.13
Estonia,Total,Nitrous oxide,2015,4.07
Greece,Total,Nitrous oxide,2015,14.24
Spain,Total,Nitrous oxide,2015,60.52
European Union - 27 countries (from 2020),Total,Nitrous oxide,2015,786.66
European Union - 28 countries (2013-2020),Total,Nitrous oxide,2015,860.65
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Nitrous oxide,2015,862.26
Finland,Total,Nitrous oxide,2015,22.74
France,Total,Nitrous oxide,2015,146.27
Croatia,Total,Nitrous oxide,2015,6.54
Hungary,Total,Nitrous oxide,2015,15.4
Ireland,Total,Nitrous oxide,2015,23.14
Iceland,Total,Nitrous oxide,2015,1.05
Italy,Total,Nitrous oxide,2015,59.74
Lithuania,Total,Nitrous oxide,2015,10.69
Luxembourg,Total,Nitrous oxide,2015,1.1
Latvia,Total,Nitrous oxide,2015,6.71
Malta,Total,Nitrous oxide,2015,0.16
Netherlands,Total,Nitrous oxide,2015,28.26
Norway,Total,Nitrous oxide,2015,9.49
Poland,Total,Nitrous oxide,2015,78.75
Portugal,Total,Nitrous oxide,2015,12.08
Romania,Total,Nitrous oxide,2015,44.07
Sweden,Total,Nitrous oxide,2015,19.6
Slovenia,Total,Nitrous oxide,2015,2.63
Slovakia,Total,Nitrous oxide,2015,7.01
Turkey,Total,Nitrous oxide,2015,118.81
United Kingdom,Total,Nitrous oxide,2015,73.99
Austria,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,232.04
Belgium,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,289.08
Bulgaria,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,127.82
Switzerland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,108.84
Cyprus,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,18.26
Czechia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,185.1
Germany,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,1544.14
Denmark,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,134.42
Estonia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,26.12
Greece,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,215.34
Spain,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,846.76
European Union - 27 countries (from 2020),Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,7845.82
European Union - 28 countries (2013-2020),Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,8979.88
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,8993.46
Finland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,81.42
France,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,1306.74
Croatia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,57.18
Hungary,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,134.73
Ireland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,128.15
Iceland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,7.89
Italy,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,993.77
Lithuania,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,56.83
Luxembourg,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,55.18
Latvia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,48.04
Malta,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,5.96
Netherlands,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,256.62
Norway,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,113.01
Poland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,446.54
Portugal,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,156.27
Romania,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,193.72
Sweden,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,162.35
Slovenia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,58.51
Slovakia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,84.71
Turkey,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,1162.46
United Kingdom,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2015,1134.06
Austria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,56.08
Belgium,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,39.18
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,44.8
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,5.66
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,0.2
Czechia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,22.34
Germany,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,67.19
Denmark,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,21.05
Estonia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,34.85
Greece,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,44.54
Spain,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,123.24
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,3270.33
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,3330.23
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,3340.87
Finland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,13.33
France,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,1063.69
Croatia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,66.51
Hungary,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,14.05
Ireland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,49.34
Iceland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,4.92
Italy,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,693.3
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,12.95
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,1.36
Latvia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,36.69
Malta,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,0.02
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,14.54
Norway,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,7.07
Poland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,624.84
Portugal,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,52.97
Romania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,90.5
Sweden,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,22.46
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,23.71
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,36.59
Turkey,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,1007.28
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2015,59.9
Austria,Agriculture,Nitrous oxide (CO2 equivalent),2015,2477.01
Belgium,Agriculture,Nitrous oxide (CO2 equivalent),2015,4028.73
Bulgaria,Agriculture,Nitrous oxide (CO2 equivalent),2015,4061.28
Switzerland,Agriculture,Nitrous oxide (CO2 equivalent),2015,1959.17
Cyprus,Agriculture,Nitrous oxide (CO2 equivalent),2015,177.8
Czechia,Agriculture,Nitrous oxide (CO2 equivalent),2015,4670.53
Germany,Agriculture,Nitrous oxide (CO2 equivalent),2015,30935.9
Denmark,Agriculture,Nitrous oxide (CO2 equivalent),2015,4723.96
Estonia,Agriculture,Nitrous oxide (CO2 equivalent),2015,748.04
Greece,Agriculture,Nitrous oxide (CO2 equivalent),2015,3258.72
Spain,Agriculture,Nitrous oxide (CO2 equivalent),2015,13642.2
European Union - 27 countries (from 2020),Agriculture,Nitrous oxide (CO2 equivalent),2015,173282.15
European Union - 28 countries (2013-2020),Agriculture,Nitrous oxide (CO2 equivalent),2015,188119.91
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Nitrous oxide (CO2 equivalent),2015,188515.56
Finland,Agriculture,Nitrous oxide (CO2 equivalent),2015,3809.66
France,Agriculture,Nitrous oxide (CO2 equivalent),2015,34904.05
Croatia,Agriculture,Nitrous oxide (CO2 equivalent),2015,1146.73
Hungary,Agriculture,Nitrous oxide (CO2 equivalent),2015,3933.7
Ireland,Agriculture,Nitrous oxide (CO2 equivalent),2015,5985.8
Iceland,Agriculture,Nitrous oxide (CO2 equivalent),2015,277.42
Italy,Agriculture,Nitrous oxide (CO2 equivalent),2015,10255.85
Lithuania,Agriculture,Nitrous oxide (CO2 equivalent),2015,2572.58
Luxembourg,Agriculture,Nitrous oxide (CO2 equivalent),2015,228.8
Latvia,Agriculture,Nitrous oxide (CO2 equivalent),2015,1173.49
Malta,Agriculture,Nitrous oxide (CO2 equivalent),2015,32.56
Netherlands,Agriculture,Nitrous oxide (CO2 equivalent),2015,5814.13
Norway,Agriculture,Nitrous oxide (CO2 equivalent),2015,1782.6
Poland,Agriculture,Nitrous oxide (CO2 equivalent),2015,17381.67
Portugal,Agriculture,Nitrous oxide (CO2 equivalent),2015,2386.95
Romania,Agriculture,Nitrous oxide (CO2 equivalent),2015,9396.91
Sweden,Agriculture,Nitrous oxide (CO2 equivalent),2015,3540.17
Slovenia,Agriculture,Nitrous oxide (CO2 equivalent),2015,518.64
Slovakia,Agriculture,Nitrous oxide (CO2 equivalent),2015,1476.28
Turkey,Agriculture,Nitrous oxide (CO2 equivalent),2015,24971.52
United Kingdom,Agriculture,Nitrous oxide (CO2 equivalent),2015,14837.76
Austria,Total,Nitrous oxide (CO2 equivalent),2015,3574.74
Belgium,Total,Nitrous oxide (CO2 equivalent),2015,6121.01
Bulgaria,Total,Nitrous oxide (CO2 equivalent),2015,5095.73
Switzerland,Total,Nitrous oxide (CO2 equivalent),2015,3047.9
Cyprus,Total,Nitrous oxide (CO2 equivalent),2015,232.57
Czechia,Total,Nitrous oxide (CO2 equivalent),2015,6155.41
Germany,Total,Nitrous oxide (CO2 equivalent),2015,39849.57
Denmark,Total,Nitrous oxide (CO2 equivalent),2015,5403.8
Estonia,Total,Nitrous oxide (CO2 equivalent),2015,1213.79
Greece,Total,Nitrous oxide (CO2 equivalent),2015,4243.86
Spain,Total,Nitrous oxide (CO2 equivalent),2015,18034.37
European Union - 27 countries (from 2020),Total,Nitrous oxide (CO2 equivalent),2015,234424.17
European Union - 28 countries (2013-2020),Total,Nitrous oxide (CO2 equivalent),2015,256474.54
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Nitrous oxide (CO2 equivalent),2015,256953.23
Finland,Total,Nitrous oxide (CO2 equivalent),2015,6775.78
France,Total,Nitrous oxide (CO2 equivalent),2015,43589.78
Croatia,Total,Nitrous oxide (CO2 equivalent),2015,1948.88
Hungary,Total,Nitrous oxide (CO2 equivalent),2015,4588.24
Ireland,Total,Nitrous oxide (CO2 equivalent),2015,6895.66
Iceland,Total,Nitrous oxide (CO2 equivalent),2015,314.29
Italy,Total,Nitrous oxide (CO2 equivalent),2015,17801.24
Lithuania,Total,Nitrous oxide (CO2 equivalent),2015,3186.9
Luxembourg,Total,Nitrous oxide (CO2 equivalent),2015,328.12
Latvia,Total,Nitrous oxide (CO2 equivalent),2015,1999.58
Malta,Total,Nitrous oxide (CO2 equivalent),2015,48.77
Netherlands,Total,Nitrous oxide (CO2 equivalent),2015,8420.28
Norway,Total,Nitrous oxide (CO2 equivalent),2015,2827.71
Poland,Total,Nitrous oxide (CO2 equivalent),2015,23467.35
Portugal,Total,Nitrous oxide (CO2 equivalent),2015,3599.11
Romania,Total,Nitrous oxide (CO2 equivalent),2015,13134.01
Sweden,Total,Nitrous oxide (CO2 equivalent),2015,5841.57
Slovenia,Total,Nitrous oxide (CO2 equivalent),2015,783.6
Slovakia,Total,Nitrous oxide (CO2 equivalent),2015,2090.46
Turkey,Total,Nitrous oxide (CO2 equivalent),2015,35405.45
United Kingdom,Total,Nitrous oxide (CO2 equivalent),2015,22050.37
Denmark,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Spain,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Finland,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,
Hungary,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Ireland,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Lithuania,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Romania,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Sweden,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Slovakia,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
United Kingdom,Refrigeration and air conditioning,Nitrogen trifluoride (CO2 equivalent) ,2015,0.0
Austria,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,13.46
Belgium,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,0.85
Switzerland,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,0.73
Czechia,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,2.15
Germany,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,11.89
European Union - 27 countries (from 2020),Total,Nitrogen trifluoride (CO2 equivalent) ,2015,64.21
European Union - 28 countries (2013-2020),Total,Nitrogen trifluoride (CO2 equivalent) ,2015,64.65
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,64.65
France,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,6.23
Ireland,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,0.96
Italy,Total,Nitrogen trifluoride (CO2 equivalent) ,2015,28.42
